idade,escolaridade,estado_civil,regiao,num_dependentes,tipo_contrato,anos_emprego,renda_mensal,valor_emprestimo,prazo_meses,taxa_juros_mensal,historico_pagamentos,score_credito,inadimplente
46,Médio,Casado,Sul,1,Servidor Público,0.1,2385.79,20000.0,48,1.31,Bom,570,0
27,Fundamental,Casado,Sudeste,1,CLT,5.5,2060.61,28800.0,60,2.09,Excelente,687,0
37,Médio,Solteiro,Centro-Oeste,2,Autônomo,0.6,1511.26,11800.0,24,3.89,Bom,593,0
18,Pós-graduação,Solteiro,Centro-Oeste,2,Autônomo,4.8,5036.3,37600.0,48,3.75,Excelente,663,0
26,Superior,Casado,Nordeste,2,CLT,2.4,7527.05,95100.0,48,1.47,Excelente,769,0
35,Médio,Casado,Sudeste,0,Autônomo,3.2,4431.99,23700.0,60,3.96,Bom,669,0
24,Superior,Divorciado,Nordeste,1,Servidor Público,1.6,1320.0,21100.0,48,0.98,Bom,544,0
55,Médio,Divorciado,Centro-Oeste,2,Empresário,1.1,1320.0,11600.0,36,2.53,Bom,622,0
22,Superior,Divorciado,Norte,0,CLT,0.3,5249.53,17300.0,48,2.4,Bom,679,0
33,Médio,Casado,Sudeste,1,CLT,8.0,1320.0,10000.0,48,2.36,Regular,528,0
39,Fundamental,Casado,Sudeste,2,Servidor Público,3.8,1320.0,19500.0,72,1.4,Bom,598,0
53,Fundamental,Casado,Centro-Oeste,1,CLT,16.3,2236.75,35500.0,36,1.56,Regular,597,0
22,Médio,Solteiro,Norte,2,CLT,7.6,2855.89,32900.0,12,1.59,Ruim,405,0
50,Pós-graduação,Solteiro,Sudeste,0,CLT,8.1,8289.55,61400.0,60,1.56,Bom,734,0
38,Médio,Casado,Sudeste,2,Empresário,3.6,2427.29,26500.0,48,1.9,Bom,546,0
27,Superior,Divorciado,Sudeste,0,CLT,0.3,4785.22,74400.0,72,1.85,Regular,558,0
43,Superior,Solteiro,Sudeste,3,Servidor Público,9.8,6789.07,52600.0,24,1.33,Bom,714,0
40,Médio,Solteiro,Sudeste,0,CLT,0.5,3818.92,33500.0,48,1.55,Excelente,640,0
31,Fundamental,Viúvo,Sul,3,CLT,2.9,2267.28,25200.0,24,1.59,Excelente,648,0
38,Fundamental,Solteiro,Centro-Oeste,1,Empresário,7.8,3120.18,50900.0,48,1.85,Excelente,744,0
33,Superior,Casado,Sudeste,2,CLT,2.6,6744.13,79100.0,60,1.43,Regular,573,0
39,Médio,Solteiro,Sudeste,3,Autônomo,0.7,3300.43,20200.0,72,3.27,Excelente,682,1
45,Médio,Solteiro,Sudeste,0,CLT,1.9,4293.24,18600.0,72,1.53,Regular,532,0
55,Médio,Divorciado,Sul,0,CLT,17.8,2313.7,10200.0,48,1.46,Regular,584,0
24,Superior,Solteiro,Norte,3,Autônomo,33.3,1320.0,22800.0,48,4.16,Regular,644,0
61,Fundamental,Casado,Centro-Oeste,1,CLT,5.0,1784.44,27400.0,48,2.12,Ruim,441,1
18,Médio,Solteiro,Nordeste,2,CLT,8.8,3129.85,45300.0,48,1.52,Bom,653,0
36,Médio,Solteiro,Sudeste,0,CLT,0.2,3770.6,39400.0,72,1.74,Excelente,702,0
44,Médio,Solteiro,Norte,2,Servidor Público,1.3,1509.14,19800.0,24,1.48,Ruim,431,0
41,Superior,Solteiro,Sudeste,0,Autônomo,1.8,4933.96,24200.0,36,2.52,Ruim,462,0
31,Médio,Solteiro,Centro-Oeste,2,Servidor Público,0.0,3754.78,46200.0,48,1.38,Excelente,636,0
35,Superior,Casado,Sudeste,1,CLT,1.9,3759.65,57000.0,60,1.67,Regular,496,1
32,Superior,Casado,Nordeste,1,CLT,0.4,8606.49,33800.0,60,1.47,Excelente,751,0
31,Superior,Solteiro,Sudeste,0,CLT,2.9,8096.39,60300.0,24,1.35,Excelente,776,0
47,Superior,Casado,Sudeste,2,CLT,0.0,8736.21,40700.0,24,2.08,Regular,627,1
41,Médio,Divorciado,Sul,1,CLT,1.3,4999.19,34500.0,72,1.55,Excelente,769,0
30,Fundamental,Divorciado,Centro-Oeste,1,Empresário,8.0,2538.14,37000.0,36,2.98,Regular,585,0
47,Superior,Casado,Sudeste,2,Empresário,1.0,8729.46,69700.0,12,2.93,Bom,663,0
41,Médio,Divorciado,Sul,0,Autônomo,0.3,2517.65,33600.0,24,4.4,Regular,514,1
46,Superior,Solteiro,Sudeste,3,CLT,1.1,3757.58,54900.0,84,2.31,Excelente,637,1
44,Médio,Casado,Sudeste,2,CLT,7.0,3595.25,54800.0,36,1.94,Ruim,453,0
28,Pós-graduação,Casado,Nordeste,2,CLT,3.5,3377.83,54400.0,48,1.34,Excelente,678,0
31,Superior,Casado,Sul,0,Servidor Público,3.5,3975.79,47600.0,60,0.92,Bom,694,0
46,Fundamental,Casado,Sudeste,2,Autônomo,0.0,1433.34,10300.0,48,2.9,Bom,592,0
44,Médio,Casado,Nordeste,0,Autônomo,2.6,1799.91,9500.0,36,3.95,Excelente,674,0
37,Superior,Viúvo,Centro-Oeste,2,Servidor Público,1.2,6462.2,68200.0,36,0.96,Ruim,424,0
39,Superior,Divorciado,Sudeste,1,Empresário,1.6,2465.79,11200.0,72,2.73,Bom,619,0
52,Médio,Casado,Nordeste,0,CLT,3.7,2984.76,49700.0,60,1.82,Regular,552,0
31,Superior,Casado,Sudeste,0,CLT,8.3,7934.33,76500.0,12,2.15,Bom,687,0
44,Médio,Solteiro,Sudeste,4,Empresário,0.8,2874.44,46300.0,24,2.64,Excelente,622,1
35,Médio,Solteiro,Norte,2,Autônomo,5.8,2527.69,34500.0,36,3.2,Regular,551,0
35,Superior,Casado,Norte,0,Servidor Público,0.2,6051.33,96000.0,36,1.42,Bom,629,0
50,Superior,Casado,Sudeste,4,CLT,1.6,4438.08,72200.0,48,1.5,Excelente,653,0
47,Superior,Solteiro,Sul,0,CLT,1.0,3954.19,15000.0,36,1.45,Excelente,680,0
46,Superior,Divorciado,Sudeste,2,CLT,9.9,4775.52,66300.0,60,1.88,Excelente,812,0
52,Fundamental,Casado,Sul,2,CLT,0.8,1946.61,12500.0,48,2.48,Bom,588,0
38,Superior,Casado,Sul,2,Servidor Público,3.5,6004.9,107100.0,48,1.17,Excelente,683,0
45,Médio,Solteiro,Sudeste,1,CLT,0.7,1320.0,19400.0,36,2.45,Bom,510,1
34,Médio,Solteiro,Norte,1,Empresário,2.6,2099.1,6400.0,36,2.31,Regular,475,1
41,Médio,Divorciado,Nordeste,2,CLT,2.1,3235.81,54700.0,60,2.29,Ruim,414,0
36,Médio,Casado,Sudeste,1,CLT,0.2,3324.2,24500.0,24,1.89,Regular,575,0
39,Médio,Viúvo,Sudeste,0,CLT,7.0,2795.28,25900.0,60,1.47,Excelente,782,0
44,Médio,Viúvo,Sul,2,CLT,6.1,2817.83,34300.0,48,2.34,Bom,612,0
28,Fundamental,Casado,Sudeste,2,Autônomo,1.3,1611.41,27000.0,24,3.2,Bom,594,1
61,Médio,Solteiro,Sul,1,CLT,3.8,1320.0,22300.0,12,2.09,Ruim,417,1
26,Superior,Divorciado,Nordeste,1,CLT,1.8,5805.56,66500.0,24,2.28,Bom,651,0
24,Médio,Viúvo,Sul,1,Servidor Público,5.9,1831.33,14200.0,60,1.02,Bom,611,0
50,Médio,Casado,Nordeste,2,CLT,4.7,2976.51,21400.0,36,2.05,Excelente,667,0
46,Superior,Casado,Centro-Oeste,2,CLT,0.4,4490.88,38000.0,60,1.53,Bom,587,0
44,Superior,Casado,Sudeste,2,CLT,7.4,6768.51,38600.0,48,1.89,Bom,686,0
44,Superior,Casado,Sudeste,2,Autônomo,0.8,2970.71,38800.0,12,3.55,Bom,633,0
37,Médio,Casado,Centro-Oeste,2,Empresário,0.8,2953.44,32200.0,72,2.99,Regular,500,0
28,Superior,Divorciado,Norte,0,Autônomo,5.3,2898.58,42300.0,72,2.15,Ruim,477,0
38,Médio,Casado,Nordeste,0,Empresário,0.8,1966.66,8700.0,12,2.73,Regular,528,0
30,Fundamental,Solteiro,Sudeste,2,CLT,0.5,1488.74,13400.0,24,1.63,Regular,486,0
48,Médio,Solteiro,Centro-Oeste,0,CLT,1.6,3454.67,22800.0,60,1.76,Bom,643,0
36,Superior,Solteiro,Sudeste,4,Servidor Público,7.3,7314.69,80700.0,84,1.01,Regular,610,0
28,Médio,Solteiro,Norte,3,Servidor Público,0.8,1320.0,13200.0,72,0.99,Bom,542,0
34,Fundamental,Divorciado,Nordeste,1,Autônomo,1.7,1320.0,12900.0,24,2.11,Excelente,652,0
42,Fundamental,Solteiro,Centro-Oeste,1,CLT,1.3,1320.0,10200.0,48,1.82,Ruim,454,1
31,Superior,Solteiro,Sudeste,1,CLT,1.8,4042.68,56200.0,60,1.87,Excelente,688,0
28,Superior,Solteiro,Centro-Oeste,2,CLT,5.0,1709.99,17500.0,48,2.37,Excelente,648,0
40,Médio,Casado,Sudeste,2,CLT,2.1,4245.07,25600.0,48,1.51,Excelente,688,0
40,Superior,Casado,Sul,0,CLT,5.7,5720.22,64100.0,36,1.63,Excelente,736,0
32,Médio,Solteiro,Sudeste,2,Servidor Público,4.1,3107.34,37100.0,60,1.09,Excelente,713,0
32,Superior,Solteiro,Norte,2,CLT,1.8,8411.35,27900.0,60,2.06,Regular,572,0
40,Médio,Solteiro,Centro-Oeste,0,CLT,2.3,2059.33,12500.0,48,1.93,Regular,532,1
22,Superior,Casado,Sul,1,Empresário,4.9,6001.14,39800.0,48,2.78,Regular,573,0
22,Médio,Solteiro,Nordeste,1,CLT,3.1,2080.59,14000.0,24,2.07,Bom,611,0
30,Superior,Divorciado,Sudeste,0,CLT,8.1,1463.48,9600.0,48,1.83,Regular,601,0
35,Fundamental,Casado,Sudeste,0,Autônomo,10.8,2131.25,15100.0,24,3.23,Bom,677,0
41,Médio,Solteiro,Sudeste,0,Servidor Público,5.1,2258.18,15700.0,12,1.12,Ruim,417,0
54,Médio,Casado,Centro-Oeste,3,CLT,18.1,2459.06,40000.0,60,2.36,Bom,674,0
47,Médio,Solteiro,Sudeste,0,Servidor Público,3.6,3539.53,27600.0,60,1.0,Excelente,714,0
36,Fundamental,Casado,Sudeste,1,CLT,0.2,2410.96,19900.0,48,1.32,Regular,526,0
37,Superior,Solteiro,Nordeste,0,Autônomo,2.8,1479.94,10300.0,72,4.24,Regular,484,0
26,Médio,Casado,Sudeste,2,CLT,1.0,2062.28,36100.0,36,1.71,Excelente,660,0
37,Superior,Casado,Nordeste,2,CLT,1.6,5947.36,65600.0,36,1.79,Bom,610,0
34,Superior,Divorciado,Sudeste,2,CLT,2.7,5261.16,64000.0,36,2.1,Regular,501,0
41,Superior,Solteiro,Nordeste,2,Autônomo,1.4,7764.85,109000.0,48,2.24,Bom,681,0
28,Superior,Solteiro,Centro-Oeste,2,Autônomo,1.5,7994.99,64000.0,48,2.5,Ruim,459,0
43,Superior,Casado,Centro-Oeste,1,Servidor Público,2.1,7809.18,136900.0,60,1.05,Bom,651,0
54,Médio,Divorciado,Sudeste,2,CLT,1.4,3409.14,18000.0,24,2.36,Regular,548,0
36,Superior,Divorciado,Centro-Oeste,0,Autônomo,0.7,3493.05,34500.0,36,2.01,Excelente,719,0
42,Médio,Solteiro,Sul,2,CLT,5.8,3419.02,17700.0,48,1.94,Ruim,436,1
45,Superior,Solteiro,Nordeste,0,CLT,2.0,2769.89,41100.0,24,1.47,Bom,619,0
33,Superior,Casado,Sul,3,CLT,7.1,9394.51,43300.0,60,1.8,Bom,649,0
40,Médio,Solteiro,Sul,1,CLT,8.6,2578.82,29200.0,12,1.82,Bom,611,0
38,Médio,Solteiro,Centro-Oeste,1,CLT,5.6,2672.13,12200.0,48,1.51,Excelente,734,0
39,Médio,Solteiro,Nordeste,2,Servidor Público,2.0,3554.37,34800.0,24,1.4,Bom,607,0
29,Superior,Casado,Sul,2,CLT,5.1,2944.79,21200.0,12,1.66,Bom,644,0
38,Pós-graduação,Divorciado,Norte,1,CLT,0.7,5464.96,90400.0,36,1.25,Excelente,693,0
43,Médio,Viúvo,Norte,1,Autônomo,4.3,3174.94,12100.0,36,3.56,Excelente,706,0
53,Superior,Casado,Centro-Oeste,0,CLT,2.1,3028.16,38600.0,60,2.15,Regular,488,0
48,Pós-graduação,Casado,Sudeste,0,CLT,4.3,13963.54,150000.0,36,2.04,Bom,767,0
61,Fundamental,Divorciado,Nordeste,0,CLT,5.6,2344.41,38300.0,72,1.61,Bom,631,0
29,Médio,Solteiro,Sudeste,0,CLT,3.3,1873.66,30300.0,72,1.92,Bom,601,0
47,Superior,Casado,Sudeste,3,Empresário,4.1,5390.81,95200.0,24,2.71,Regular,563,0
40,Superior,Casado,Norte,2,Empresário,1.0,4743.19,32300.0,24,1.59,Excelente,712,0
62,Superior,Solteiro,Norte,0,CLT,3.6,2923.78,20800.0,36,2.05,Bom,615,0
29,Médio,Casado,Norte,0,CLT,2.5,2410.68,21600.0,36,1.36,Bom,581,0
28,Fundamental,Solteiro,Sudeste,1,CLT,2.2,2024.96,22400.0,48,1.41,Regular,571,1
31,Médio,Casado,Sudeste,1,CLT,2.1,1320.0,11200.0,24,1.58,Regular,507,0
18,Médio,Solteiro,Sudeste,2,CLT,1.5,4203.8,59300.0,48,2.07,Excelente,622,0
32,Médio,Solteiro,Sudeste,1,CLT,1.5,2308.28,7200.0,48,1.54,Excelente,658,0
29,Superior,Solteiro,Sudeste,3,Autônomo,4.8,4530.85,14800.0,60,3.05,Excelente,703,0
39,Fundamental,Divorciado,Sudeste,0,CLT,3.3,2376.99,32700.0,48,2.27,Regular,538,0
41,Superior,Casado,Centro-Oeste,1,CLT,0.1,7482.19,121600.0,60,2.36,Bom,641,0
58,Médio,Casado,Nordeste,3,CLT,0.2,4733.19,69300.0,48,2.29,Excelente,658,0
48,Superior,Casado,Nordeste,0,CLT,3.4,3286.17,15600.0,72,1.35,Excelente,687,0
31,Fundamental,Casado,Nordeste,1,CLT,7.5,2006.27,34200.0,60,2.38,Ruim,409,0
28,Médio,Solteiro,Sul,0,Empresário,0.2,1676.54,18200.0,36,1.73,Regular,479,1
43,Fundamental,Casado,Sul,1,CLT,2.8,1374.1,19400.0,24,2.0,Bom,609,0
23,Pós-graduação,Solteiro,Nordeste,0,CLT,7.6,5982.91,36000.0,12,1.52,Bom,715,0
58,Superior,Solteiro,Sudeste,3,CLT,0.0,4717.95,53000.0,24,2.41,Bom,589,0
50,Médio,Casado,Centro-Oeste,3,CLT,1.3,1320.0,10500.0,24,1.22,Bom,611,0
32,Médio,Solteiro,Sul,3,CLT,10.1,3878.83,68400.0,24,1.31,Bom,672,0
19,Pós-graduação,Solteiro,Sudeste,1,CLT,0.3,11386.3,115100.0,60,1.4,Bom,681,0
52,Médio,Casado,Centro-Oeste,4,CLT,3.7,2548.36,36500.0,36,2.1,Excelente,673,0
36,Médio,Casado,Nordeste,2,CLT,2.8,3909.38,47100.0,36,2.01,Excelente,698,0
51,Superior,Casado,Norte,1,Servidor Público,0.7,5975.72,26400.0,12,0.8,Excelente,688,0
20,Pós-graduação,Casado,Sudeste,0,CLT,0.2,5922.17,66000.0,48,1.65,Excelente,645,0
31,Fundamental,Casado,Sudeste,2,Servidor Público,2.8,1520.0,16900.0,48,0.99,Bom,593,0
38,Médio,Casado,Nordeste,2,Empresário,5.3,3574.35,49100.0,72,1.57,Regular,563,0
38,Pós-graduação,Solteiro,Sudeste,0,Empresário,0.8,8627.77,67500.0,48,1.67,Excelente,724,0
33,Médio,Solteiro,Sudeste,1,CLT,4.7,2815.7,44800.0,12,1.8,Bom,682,0
44,Fundamental,Casado,Norte,4,Servidor Público,3.2,2487.7,30700.0,12,0.89,Bom,612,0
26,Superior,Solteiro,Nordeste,1,CLT,1.8,4568.49,16400.0,36,1.97,Excelente,651,0
36,Superior,Viúvo,Norte,1,CLT,4.4,6694.93,91100.0,24,2.22,Excelente,723,0
39,Médio,Divorciado,Sudeste,3,Servidor Público,0.9,3184.24,52900.0,60,1.12,Bom,561,0
43,Pós-graduação,Solteiro,Sudeste,0,CLT,2.4,8812.46,116700.0,24,1.6,Excelente,739,0
45,Superior,Solteiro,Nordeste,3,CLT,3.2,4677.59,40700.0,24,1.37,Bom,632,0
25,Fundamental,Solteiro,Sul,2,Autônomo,2.5,1400.29,16600.0,60,2.78,Excelente,649,0
21,Pós-graduação,Solteiro,Nordeste,1,CLT,2.0,16452.43,91700.0,36,1.93,Regular,633,0
52,Médio,Solteiro,Sudeste,0,Servidor Público,5.4,2393.15,28800.0,84,1.31,Excelente,704,0
41,Médio,Casado,Nordeste,0,CLT,4.3,3999.25,42100.0,72,2.46,Bom,664,0
29,Superior,Divorciado,Centro-Oeste,1,Autônomo,4.1,6272.89,21300.0,60,2.11,Regular,596,1
55,Médio,Casado,Sudeste,2,Empresário,8.9,3560.93,27900.0,36,2.03,Regular,579,0
39,Fundamental,Solteiro,Sudeste,1,Autônomo,20.1,1320.0,7700.0,12,2.33,Excelente,795,0
50,Fundamental,Casado,Centro-Oeste,2,Servidor Público,3.3,1320.0,11700.0,36,1.02,Excelente,657,0
38,Médio,Casado,Centro-Oeste,2,CLT,1.7,3729.47,24700.0,36,2.06,Bom,595,0
60,Superior,Divorciado,Sudeste,2,CLT,6.0,10200.68,150000.0,24,2.37,Regular,607,1
57,Superior,Divorciado,Nordeste,4,Autônomo,0.6,8041.62,108300.0,24,2.67,Regular,519,0
35,Pós-graduação,Divorciado,Sudeste,2,Autônomo,2.9,12722.82,150000.0,60,2.68,Bom,677,0
48,Médio,Casado,Sudeste,3,CLT,3.0,2948.83,24800.0,36,1.23,Regular,537,1
45,Médio,Casado,Sul,0,Autônomo,16.4,3707.46,11300.0,60,4.13,Bom,724,0
53,Médio,Solteiro,Norte,2,CLT,18.8,4439.42,27900.0,48,2.1,Bom,619,0
27,Médio,Casado,Sudeste,2,CLT,6.4,1320.0,18900.0,72,1.81,Bom,633,0
45,Médio,Solteiro,Sudeste,3,CLT,2.6,2825.66,34000.0,60,2.06,Regular,499,0
49,Superior,Casado,Nordeste,1,Autônomo,3.2,4096.55,45400.0,24,2.03,Excelente,678,0
18,Pós-graduação,Casado,Sudeste,0,Empresário,1.5,12955.82,93400.0,48,1.97,Excelente,777,0
24,Pós-graduação,Solteiro,Sudeste,1,Autônomo,7.1,5646.32,23400.0,60,2.3,Regular,544,1
18,Médio,Solteiro,Sudeste,0,Autônomo,5.5,3455.53,51000.0,72,4.34,Regular,557,0
35,Superior,Solteiro,Nordeste,0,CLT,5.9,5527.74,19800.0,48,1.56,Regular,642,0
45,Médio,Solteiro,Sudeste,1,CLT,0.6,1785.21,6900.0,24,1.48,Excelente,614,0
54,Fundamental,Solteiro,Nordeste,3,Autônomo,2.0,1320.0,9800.0,36,4.45,Bom,592,0
38,Superior,Solteiro,Nordeste,0,CLT,3.1,2525.64,29300.0,48,2.42,Bom,650,0
55,Superior,Solteiro,Centro-Oeste,0,Autônomo,0.5,5071.88,90700.0,72,2.12,Regular,571,0
22,Médio,Solteiro,Nordeste,3,CLT,1.8,1320.0,5800.0,72,2.29,Bom,618,0
19,Médio,Viúvo,Sudeste,1,CLT,0.4,1752.83,17700.0,36,1.94,Bom,619,0
37,Médio,Solteiro,Sudeste,4,Servidor Público,12.8,3491.52,42000.0,72,1.33,Excelente,729,0
42,Superior,Solteiro,Centro-Oeste,0,Servidor Público,5.6,2292.0,35200.0,48,1.1,Regular,582,0
37,Médio,Casado,Norte,1,CLT,3.9,2917.96,38900.0,48,1.95,Ruim,468,1
18,Pós-graduação,Divorciado,Sudeste,0,CLT,0.9,10075.66,150000.0,36,2.16,Bom,675,0
37,Fundamental,Casado,Sudeste,4,Empresário,1.6,1320.0,14300.0,60,1.71,Bom,580,0
23,Médio,Solteiro,Sudeste,3,Servidor Público,0.6,2385.76,22700.0,48,1.18,Bom,569,0
45,Médio,Casado,Sudeste,2,Servidor Público,3.1,2277.13,28000.0,36,1.35,Excelente,628,0
42,Médio,Casado,Sul,0,CLT,6.9,3155.4,52100.0,60,2.14,Bom,701,0
27,Médio,Casado,Sudeste,4,CLT,0.1,3572.89,40200.0,36,2.17,Excelente,630,0
32,Superior,Casado,Sudeste,3,CLT,0.4,5903.88,71300.0,48,1.74,Bom,644,0
26,Superior,Divorciado,Centro-Oeste,1,CLT,1.0,2605.08,21000.0,36,2.28,Bom,617,0
37,Pós-graduação,Divorciado,Sudeste,2,CLT,5.0,10830.4,129300.0,24,2.41,Regular,586,0
48,Superior,Casado,Centro-Oeste,4,CLT,9.0,4581.33,56900.0,24,2.23,Excelente,678,1
27,Superior,Casado,Nordeste,1,Empresário,5.6,5231.9,74800.0,60,2.14,Regular,582,0
43,Superior,Casado,Norte,0,CLT,3.0,5688.85,65900.0,60,2.22,Excelente,734,0
32,Superior,Divorciado,Centro-Oeste,3,Autônomo,0.4,4270.52,25500.0,48,3.01,Bom,583,1
29,Médio,Solteiro,Sul,1,Empresário,5.6,1320.0,15500.0,36,1.75,Regular,484,0
36,Médio,Viúvo,Norte,4,CLT,0.4,4192.73,31300.0,36,2.49,Regular,528,0
26,Médio,Solteiro,Nordeste,2,CLT,1.7,2444.17,10500.0,48,1.67,Regular,425,0
31,Médio,Casado,Sudeste,0,CLT,1.5,1992.81,30700.0,48,1.65,Excelente,688,0
24,Médio,Divorciado,Sul,1,Servidor Público,1.8,3128.27,12500.0,12,1.42,Regular,564,1
59,Pós-graduação,Solteiro,Sul,2,Autônomo,1.6,9260.08,115500.0,60,4.3,Bom,605,1
38,Médio,Casado,Sudeste,0,CLT,5.9,1662.76,29600.0,24,1.42,Bom,631,0
30,Fundamental,Solteiro,Sul,1,Servidor Público,0.8,2109.15,9100.0,60,1.23,Bom,584,0
40,Médio,Casado,Norte,0,CLT,7.5,4608.66,29000.0,36,2.38,Excelente,739,0
36,Fundamental,Solteiro,Sudeste,2,CLT,7.8,1320.0,19000.0,48,2.25,Regular,562,0
35,Fundamental,Casado,Nordeste,4,Autônomo,2.7,1320.0,5900.0,72,3.16,Bom,526,1
44,Médio,Casado,Nordeste,2,Servidor Público,0.4,3156.04,48900.0,24,1.17,Excelente,657,0
46,Médio,Viúvo,Nordeste,2,CLT,3.4,1386.17,4200.0,60,2.3,Bom,586,0
32,Médio,Viúvo,Nordeste,1,CLT,6.9,1871.87,30600.0,12,1.9,Excelente,635,0
31,Superior,Solteiro,Norte,2,CLT,1.4,5163.52,20700.0,72,2.38,Bom,636,0
34,Superior,Casado,Sudeste,1,CLT,7.3,4475.79,75300.0,24,2.38,Excelente,770,0
18,Médio,Solteiro,Norte,2,Autônomo,4.5,5081.0,81100.0,60,3.68,Bom,653,0
21,Médio,Solteiro,Nordeste,3,Autônomo,17.4,2228.64,24700.0,12,2.57,Excelente,733,0
53,Médio,Solteiro,Sul,2,CLT,7.0,4380.81,64300.0,36,1.96,Excelente,735,0
56,Superior,Viúvo,Centro-Oeste,4,Servidor Público,0.9,4044.48,16700.0,48,1.14,Excelente,637,0
35,Fundamental,Divorciado,Centro-Oeste,2,Autônomo,2.4,1320.0,6600.0,60,3.47,Regular,479,0
44,Fundamental,Solteiro,Norte,0,CLT,0.4,1320.0,11300.0,60,2.23,Bom,611,0
41,Superior,Solteiro,Sudeste,1,CLT,0.3,5046.82,55800.0,36,2.08,Bom,629,0
71,Médio,Solteiro,Centro-Oeste,3,CLT,4.9,2215.63,35500.0,60,2.25,Excelente,676,0
50,Fundamental,Casado,Sul,3,Servidor Público,9.8,1320.0,14700.0,36,1.05,Bom,586,1
36,Médio,Casado,Sudeste,1,Autônomo,14.5,2718.79,35300.0,48,4.08,Excelente,695,0
27,Pós-graduação,Solteiro,Sul,2,CLT,1.3,4773.05,63000.0,48,1.3,Ruim,403,1
20,Superior,Casado,Sudeste,1,Servidor Público,0.9,3486.41,56400.0,24,1.21,Bom,584,0
40,Superior,Solteiro,Nordeste,0,CLT,3.3,6698.46,98100.0,72,2.22,Ruim,422,1
29,Médio,Divorciado,Sudeste,3,Servidor Público,0.9,3882.71,68600.0,72,0.87,Excelente,678,0
22,Médio,Casado,Sudeste,3,CLT,1.4,2229.89,7400.0,24,2.16,Bom,541,0
30,Pós-graduação,Casado,Sudeste,1,CLT,7.3,7997.84,48900.0,36,2.34,Regular,566,0
26,Pós-graduação,Casado,Sul,0,Servidor Público,6.7,5103.77,86500.0,48,0.84,Regular,577,1
56,Médio,Divorciado,Sudeste,2,CLT,9.0,2983.37,44400.0,48,2.47,Bom,608,0
47,Superior,Solteiro,Sul,1,Autônomo,2.6,3877.71,27200.0,12,2.88,Excelente,644,0
37,Médio,Solteiro,Centro-Oeste,0,Autônomo,3.3,3894.39,68600.0,60,3.16,Excelente,661,0
54,Médio,Divorciado,Sul,0,Autônomo,5.9,3671.58,58900.0,72,3.37,Excelente,732,0
38,Superior,Solteiro,Sul,0,Servidor Público,1.1,5261.83,20900.0,24,0.94,Bom,628,0
28,Médio,Solteiro,Sudeste,2,CLT,6.9,2350.22,35700.0,72,2.39,Excelente,643,0
54,Pós-graduação,Casado,Centro-Oeste,0,Servidor Público,0.1,14273.48,150000.0,72,0.9,Excelente,837,0
43,Fundamental,Divorciado,Sul,0,Autônomo,6.4,1320.0,8300.0,48,4.05,Bom,604,1
26,Médio,Casado,Centro-Oeste,3,CLT,6.0,3378.59,44100.0,36,1.43,Regular,550,0
35,Pós-graduação,Divorciado,Nordeste,4,CLT,1.4,13642.92,150000.0,24,2.21,Excelente,750,0
28,Pós-graduação,Casado,Nordeste,0,Empresário,5.2,3638.58,47800.0,48,1.56,Regular,565,0
22,Médio,Solteiro,Sul,0,CLT,1.0,4081.61,62100.0,48,1.53,Regular,546,1
48,Médio,Casado,Centro-Oeste,2,Autônomo,3.4,3574.47,16100.0,60,3.22,Bom,571,0
59,Superior,Casado,Centro-Oeste,0,CLT,4.8,7412.99,103100.0,60,1.82,Bom,745,0
22,Médio,Solteiro,Sul,0,CLT,5.0,1320.0,8000.0,72,2.37,Bom,595,1
44,Pós-graduação,Solteiro,Nordeste,1,Empresário,16.3,11570.72,47200.0,60,1.6,Bom,792,0
30,Pós-graduação,Solteiro,Norte,3,CLT,0.8,7275.62,82100.0,72,1.38,Bom,603,0
32,Médio,Casado,Nordeste,4,Autônomo,2.6,1631.79,23300.0,48,3.93,Bom,536,0
31,Fundamental,Divorciado,Nordeste,3,CLT,8.5,2163.14,24200.0,12,1.54,Bom,655,0
28,Fundamental,Casado,Nordeste,2,Servidor Público,3.3,2343.85,39800.0,12,0.83,Regular,567,0
38,Pós-graduação,Viúvo,Centro-Oeste,2,Servidor Público,8.4,7648.0,102800.0,36,1.31,Ruim,512,1
28,Médio,Solteiro,Centro-Oeste,1,CLT,2.3,3168.8,15100.0,48,2.36,Ruim,457,1
40,Médio,Divorciado,Nordeste,1,CLT,6.3,3398.91,57800.0,36,1.97,Ruim,418,1
37,Médio,Divorciado,Centro-Oeste,2,CLT,8.2,2980.74,15800.0,24,2.18,Ruim,471,1
35,Superior,Solteiro,Sudeste,2,CLT,7.5,4738.61,68100.0,72,1.61,Excelente,734,0
28,Fundamental,Viúvo,Sudeste,0,Autônomo,8.2,1546.24,8100.0,84,3.36,Ruim,470,0
31,Médio,Solteiro,Nordeste,0,CLT,1.0,3084.75,55500.0,12,1.86,Excelente,735,0
46,Pós-graduação,Divorciado,Sul,4,Servidor Público,2.3,9240.48,73800.0,24,1.22,Regular,495,0
43,Pós-graduação,Divorciado,Nordeste,1,CLT,0.8,12115.96,126500.0,48,1.87,Bom,690,0
27,Superior,Casado,Norte,0,CLT,0.8,4978.7,49800.0,36,1.63,Regular,598,0
39,Fundamental,Casado,Nordeste,1,CLT,2.7,2035.73,9200.0,60,1.52,Ruim,390,0
46,Médio,Solteiro,Norte,0,CLT,12.9,1982.77,20600.0,60,1.53,Ruim,504,1
